Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean
Rumah Hook Full Furnished di Sleman Timur Hanya 5 Menit Amplaz,"Depok, Sleman",29000000000.0,3.0,2.0,1,185.0,80.0,0.02899500983517941,0.025316455696202535,0.005319148936170213,0.0,5.257144359184103e-05,6.752142523198738e-05,rumah hook full furnished sleman timur 5 menit amplaz,depok sleman,khusus buat kamu bingung cari rumah siap huni lengkap furnished mampir kesini,rumah full furnished siap huni dekat sekolah
Rumah Baru Minimalis Modern Dalam Mini Cluster di Sleman Utara,"Ngaglik, Sleman",820000000.0,3.0,2.0,1,152.0,75.0,0.0007858133167828702,0.025316455696202535,0.005319148936170213,0.0,4.3142869469391275e-05,6.324791730591223e-05,rumah baru minimal modern mini cluster sleman utara,ngaglik sleman,kode 874 magnet kawasan 3 menit pasar jangkang 10 menit kampus uii 11 menit dari,rumah dekat sekolah
Rumah Gaya Jepang di Sleman Jambon 5 Menit Ke Jogja City Mall,"Gamping, Sleman",22000000000.0,3.0,3.0,2,114.0,105.0,0.021987757328835345,0.025316455696202535,0.010638297872340424,0.05263157894736842,3.2285723510206716e-05,8.888896486236314e-05,rumah gaya jepang sleman jambon 5 menit jogja city mall,gamping sleman,sedia 6 unit buru booking kode core 630 daya tarik kawasan 2 menit ke,rumah dekat pusat belanja dekat sekolah
Rumah Luas Siap Huni 5 Kamar Dekat Terminal Giwangan Dan Kotagede,"Bantul, Yogyakarta",25000000000.0,5.0,3.0,3,241.0,350.0,0.024990865545839944,0.05063291139240507,0.010638297872340424,0.10526315789473684,6.85714481632709e-05,0.00029829085324004545,rumah luas siap huni 5 kamar dekat terminal giwang kotagede,bantul yogyakarta,beneran luas nih guys sedia siap huni 5 kamar tidur sekaligus cekk yukkk kode 586,rumah siap huni dekat akses transportasi dekat pusat belanja
Rumah 2 Lantai Lokasi Strategis Cocok Untuk Kost Jalan Kaliurang,"Mlati, Sleman",2000000000.0,3.0,4.0,1,147.0,150.0,0.001967035882138013,0.025316455696202535,0.015957446808510637,0.0,4.171429763265647e-05,0.0001273505361970395,rumah 2 lantai lokasi strategis cocok kost jalan kaliurang,mlati sleman,siap kamu milik nih kualitas bangun bagus perlu cat ulang poin yukk kode core,rumah dekat pusat belanja dekat sekolah dekat landmark
Minimalis Modern Dan Smarthome. Lokasi Dekat Kampus Umy,"Sedayu, Bantul",650000000.0,2.0,1.0,1,36.0,76.0,0.000615637184485943,0.012658227848101266,0.0,0.0,1.0000002857143674e-05,6.410261889112726e-05,minimal modern smarthome lokasi dekat kampus umy,dayu bantul,sangat cocok pasang muda punya rumah cantik perum listrik underground lokasi,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
Murah 2 Lantai Dalam Perumahan di Sewon Dekat Kampus Kesenian Isi,"Sewon, Bantul",480000000.0,3.0,2.0,1,48.0,96.0,0.0004454610521890156,0.025316455696202535,0.005319148936170213,0.0,1.342857526530722e-05,8.119665059542786e-05,murah 2 lantai rumah won dekat kampus seni isi,won bantul,cari rumah 2 lantai budget 550 jt mampir kesini yukk kode core 603 daya tarik kawasan 500,rumah dekat sekolah
Rumah Minimalis Modern Siap Huni di Sleman Dekat Rsa Ugm,"Sleman, Yogyakarta",14000000000.0,3.0,1.0,1,100.0,198.0,0.013979468750156411,0.025316455696202535,0.0,0.0,2.8285722367349247e-05,0.00016837621228736092,rumah minimal modern siap huni sleman dekat rsa ugm,sleman yogyakarta,kode 837 magnet kawasan 2 menit rsa ugm 3 menit kampus 1 uty 4 menit jambon resto,rumah siap huni dekat pusat belanja dekat sekolah
Rumah Baru Minimalis Siap Huni di Purwomartani Dekat Unriyo,"Purwomartani   , Sleman",775000000.0,3.0,2.0,1,150.0,80.0,0.0007407666935278013,0.025316455696202535,0.005319148936170213,0.0,4.257144073469735e-05,6.752142523198738e-05,rumah baru minimal siap huni purwomartani dekat unriyo,purwomartani sleman,kode 1117 daya tarik kawasan 4 menit sma budi mulia 5 menit kampus unriyo 12,rumah siap huni dekat pusat belanja dekat sekolah
Rumah Konsep Scandinavian Lebar Dan Luas di Wedomartani,"Sleman, Yogyakarta",980000000.0,3.0,2.0,1,104.0,60.0,0.0009459790883564489,0.025316455696202535,0.005319148936170213,0.0,2.9428579836737096e-05,5.042739352768678e-05,rumah konsep scandinavian lebar luas wedomartani,sleman yogyakarta,rumah baru konsep scandinavian modern sleman kode core 711 daya tarik kawasan,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
Dijual Rumah 2 Lantai Di Perumahan The Paradise Utara Monjali,"Mlati, Sleman",121000000000.0,3.0,2.0,1,95.0,105.0,0.12109032848998713,0.025316455696202535,0.005319148936170213,0.0,2.685715053061444e-05,8.888896486236314e-05,jual rumah 2 lantai rumah the paradise utara monjali,mlati sleman,jual rumah perum paradise palagan dekat hotel hayatt alana hotel dekat manna swalayan dekat,rumah
Jarang Ada!!!! Rumah Mewah 2 Lantai Mediteran Lux Dengan Kolam Renang Pribadi Dalam Perumahan Elite Casa Grande Maguwoharjo Depok Sleman Dekat Kampus Upn,"Maguwoharjo, Yogyakarta",11000000000.0,6.0,6.0,2,504.0,68.0,0.010976360533151812,0.06329113924050633,0.02659574468085106,0.05263157894736842,0.00014371432677552195,5.7265006209407013e-05,jarang rumah mewah 2 lantai mediteran lux kolam renang pribadi rumah elite casa grande maguwoharjo depok sleman dekat kampus upn,maguwoharjo yogyakarta,rumah mewah 2 lantai mediteran lux kolam renang pribadi rumah elite casa grande,rumah dekat sekolah dekat tempat ibadah
RUMAH MODERN KEKINIAN FULLY FURNISHED DENGAN MEZANIN LOKASI DEKAT BUDI MULIA TAJEM MAGUWOHARJO,"Ngemplak, Sleman",850000000.0,2.0,2.0,1,93.0,80.0,0.0008158443989529163,0.012658227848101266,0.005319148936170213,0.0,2.6285721795920515e-05,6.752142523198738e-05,rumah modern kini fully furnished mezanin lokasi dekat budi mulia tajem maguwoharjo,ngemplak sleman,rumah modern kini fully furnished eksotik lokasi dekat budi mulia wedomartani ngemplak,rumah full furnished dekat sekolah
RUMAH  2 LT FULLY FURNISHED DI JAMBON AREA TENGAH KOTA JOGJA,"Tegalrejo, Yogyakarta",2000000000.0,5.0,4.0,2,155.0,170.0,0.001967035882138013,0.05063291139240507,0.015957446808510637,0.05263157894736842,4.400001257143216e-05,0.00014444456790134008,rumah 2 lt fully furnished jambon area tengah kota jogja,tegalrejo yogyakarta,rumah jual yogyakarta jual rumah 2 lantai perum jambon residence kawasan bagus tengah kota,rumah full furnished dekat sekolah
Hook Jual Sewa Rumah 2 Lt  Pemukiman Elit Kaliurang Pratama,"Ngaglik, Sleman",65000000000.0,8.0,7.0,3,396.0,600.0,0.0650323084392346,0.08860759493670886,0.031914893617021274,0.10526315789473684,0.00011285717510205003,0.000511966249543803,hook jual sewa rumah 2 lt mukim elit kaliurang pratama,ngaglik sleman,rumah jual sewa jakal km 7 5 rumah cantik 2 lantai hook mukim elit sewa 277 500jt tahun,rumah dekat pusat belanja dekat sekolah dekat landmark
"Rumah Banguntapan Dkt Kota Jogja.strategis Murah Kpr , Yogyakarta","Bantul, Yogyakarta",899000000.0,3.0,2.0,1,200.0,150.0,0.0008648951664973247,0.025316455696202535,0.005319148936170213,0.0,5.685715910204546e-05,0.0001273505361970395,rumah banguntapan dkt kota jogja strategis murah kpr yogyakarta,bantul yogyakarta,rumah shm jual dekat jogja kota banguntapan yogyakarta ko spesifikasi luas tanah 200m luas,rumah
"Rumah Timoho Gondokusuman Kota.strategis Termurah Kota , Yogyakarta","Gondokusuman, Yogyakarta",695000000.0,2.0,1.0,1,10000.0,5500.0,0.0006606838077410119,0.012658227848101266,0.0,0.0,0.002856857959102274,0.00470000401709745,rumah timoho gondokusuman kota strategis murah kota yogyakarta,gondokusuman yogyakarta,rumah siap huni mini cluster dekat balai kota jogja timoho 600 juta dee buat kamu cari,rumah siap huni dekat pusat belanja dekat sekolah
"Rumah Mezanine Condongcatur Depok Sleman Jogja.strategis Kpr , Sleman","Depok, Sleman",799000000.0,3.0,1.0,1,95.0,75.0,0.0007647915592638381,0.025316455696202535,0.0,0.0,2.685715053061444e-05,6.324791730591223e-05,rumah mezanine condongcatur depok sleman jogja strategis kpr sleman,depok sleman,rumah baru furnished shm perumnas condong catur depok sleman yogyakarta ko furnished rumah,rumah full furnished dekat pusat belanja dekat sekolah
"Rumah Minimalis Imogiri Timur Tamanan.strategis Murah Kpr , Yogyakarta","Bantul, Yogyakarta",475000000.0,2.0,1.0,1,66.0,40.0,0.0004404558718273413,0.012658227848101266,0.0,0.0,1.8571433877552537e-05,3.3333361823386174e-05,rumah minimal imogiri timur taman strategis murah kpr yogyakarta,bantul yogyakarta,rumah minimal imogiri timur grujugan taman banguntapan yogyakarta ko rumah minimal murah dalam,rumah dekat akses transportasi dekat sekolah
Rumah Dijual Murah DiPurwomartani.FURNISHED & NEGO SAMPAI DEAL !!,"Kalasan, Sleman",11000000000.0,3.0,2.0,1,92.0,85.0,0.010976360533151812,0.025316455696202535,0.005319148936170213,0.0,2.6000007428573553e-05,7.179493315806252e-05,rumah jual murah dipurwomartani furnished nego deal,kalas sleman,jual rumah mewah full furnishet timur candi sambisari purwomartani kalas jogja hd lokasi,rumah full furnished dekat akses transportasi dekat sekolah
"Rumah Dkt Stpn Banyuraden Gamping Jogja. Strategis Murah Kpr , Sleman","Gamping, Sleman",13000000000.0,3.0,2.0,1,150.0,80.0,0.012978432677821545,0.025316455696202535,0.005319148936170213,0.0,4.257144073469735e-05,6.752142523198738e-05,rumah dkt stpn banyuraden gamping jogja strategis murah kpr sleman,gamping sleman,rumah baru dekat stpn banyuraden gamping sleman yogyakarta ko spesifikasi luas tanah 150m luas,rumah
"Rumah Modern Tirtomartani Jogja.free Pagar+kanopi+pajak+notaris,sleman","Kalasan, Sleman",599000000.0,2.0,1.0,1,88.0,50.0,0.0005645843447968647,0.012658227848101266,0.0,0.0,2.4857149959185704e-05,4.1880377675536474e-05,rumah modern tirtomartani jogja free pagar kanopi pajak notaris sleman,kalas sleman,rumah minimal siap huni cocok keluarga muda rumah siap huni mukim desain,rumah siap huni dekat pusat belanja dekat fasilitas sehat
"Rumah Modern Tirtomartani Kalasan Jogja.strategis Murah Kpr , Sleman","Kalasan, Sleman",650000000.0,3.0,2.0,1,107.0,100.0,0.000615637184485943,0.025316455696202535,0.005319148936170213,0.0,3.028572293877798e-05,8.461545693628798e-05,rumah modern tirtomartani kalas jogja strategis murah kpr sleman,kalas sleman,rumah cantik carport 2 mobil kalimat tirtomartani kalas jogja hdi rumah cantik carport 2 mobil,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
Rumah Jln. Godean Km 7 Jogja Sidoarum Gamping Sleman Yogyakarta,"Gamping, Sleman",735000000.0,3.0,2.0,1,106.0,85.0,0.0007007252506344066,0.025316455696202535,0.005319148936170213,0.0,3.000000857143102e-05,7.179493315806252e-05,rumah jln godean km 7 jogja sidoarum gamping sleman yogyakarta,gamping sleman,rumah shm mejing lor munggur bantulan jalan godean km 7 sidoarum ambarketawang gamping sleman yogyakarta,rumah
Rumah Cantik Mewah 1 Lantai Sangat Terawat Dalam Perumahan Elite,"Ngaglik, Sleman",17000000000.0,3.0,2.0,1,153.0,130.0,0.01698257696716101,0.025316455696202535,0.005319148936170213,0.0,4.342858383673824e-05,0.00011025650449273888,rumah cantik mewah 1 lantai sangat awat rumah elite,ngaglik sleman,rumah cantik mewah 1 lantai sangat awat rumah elite security 24 jam jalan kaliurang,rumah full furnished dekat pusat belanja dekat sekolah
"Rumah Semi Furnished SHM di 170 M Jl. Kaliurang Km 7, Yogyakarta","Kaliurang, Yogyakarta",25000000000.0,6.0,4.0,2,240.0,210.0,0.024990865545839944,0.06329113924050633,0.015957446808510637,0.05263157894736842,6.828573379592394e-05,0.0001786326313099413,rumah semi furnished shm 170 m jl kaliurang km 7 yogyakarta,kaliurang yogyakarta,jual rumah mewah siap huni jakal km 7 rumah kaliurang pratama dekat apa spesifikasi,rumah full furnished siap huni dekat sekolah
"Rumah 2 Lantai Baru Unfurnished SHM di Jl Palagan Dekat Hotel Hyatt, Yogyakarta","Kaliurang, Yogyakarta",19000000000.0,3.0,2.0,1,139.0,175.0,0.018984649111830745,0.025316455696202535,0.005319148936170213,0.0,3.942858269388077e-05,0.00014871807582741522,rumah 2 lantai baru unfurnished shm jl palagan dekat hotel hyatt yogyakarta,kaliurang yogyakarta,rumah 2 lantai siap huni jl palagan km 9 sangat cocok huni investasi karna ada,rumah siap huni dekat fasilitas sehat
"Rumah Baru Unfurnished SHM di Dekat Jl. Kaliurang Km 7, Yogyakarta","Kaliurang, Yogyakarta",895000000.0,2.0,1.0,1,84.0,48.0,0.0008608910222079853,0.012658227848101266,0.0,0.0,2.3714292489797854e-05,4.0170974505106415e-05,rumah baru unfurnished shm dekat jl kaliurang km 7 yogyakarta,kaliurang yogyakarta,rumah perum banteng baru jakal km 7 spesifikasi luas tanah 84 m luas bangun 48 m,rumah dekat pusat belanja dekat sekolah dekat landmark
Rumah Baru Di Kaliurang Sleman Lokasi Dekat Kampus Uii Jogja,"Kaliurang, Sleman",875000000.0,3.0,1.0,1,99.0,70.0,0.0008408703007612879,0.025316455696202535,0.0,0.0,2.8000008000002285e-05,5.897440937983708e-05,rumah baru kaliurang sleman lokasi dekat kampus uii jogja,kaliurang sleman,rumah siap huni jl kaliurang km 10 dekat kampus uii ugm spesifikasi luas tanah 99 m2 luas,rumah siap huni dekat pusat belanja dekat sekolah
"Utara Ugm, Rumah Kolam Renang Kaliurang Km 7","Pogung, Yogyakarta",45000000000.0,4.0,3.0,3,360.0,300.0,0.045011586992537274,0.0379746835443038,0.010638297872340424,0.10526315789473684,0.0001025714578775594,0.000255555773979294,utara ugm rumah kolam renang kaliurang km 7,pogung yogyakarta,jual rumah mewah siap huni jakal km 7 dekat ugm uny spesifikasi luas tanah 360 m2 luas,rumah siap huni dekat sekolah dekat landmark
Bangun Hunian Nyaman Di Kaliurang Jogja Dekat Kampus Ugm,"Kaliurang, Yogyakarta",664000000.0,5.0,3.0,1,166.0,100.0,0.0006296516894986311,0.05063291139240507,0.010638297872340424,0.0,4.714287061224875e-05,8.461545693628798e-05,bangun huni nyaman kaliurang jogja dekat kampus ugm,kaliurang yogyakarta,tanah strategis jl kaliurang km 9 posisi hook dekat kampus uii ugm prospek kos spesifikasi,rumah dekat sekolah dekat landmark
"Dekat Pakuwon Mall, Kavling Perumahan Depok Sleman, Include Fasum","Condong Catur, Sleman",945000000.0,4.0,2.0,1,135.0,135.0,0.0009109428258247286,0.0379746835443038,0.005319148936170213,0.0,3.828572522449292e-05,0.00011453001241881403,dekat pakuwon mall kavling rumah depok sleman include fasum,condong catur sleman,kavling belakang polda diy 200 meter ringroad utara spesifikasi luas tanah 109 132 m2 lebar,rumah dekat sekolah dekat fasilitas sehat
Rumah Siap Huni Dalam Perumahan di Timbulharjo Sewon Bantul,"Sewon, Bantul",495000000.0,2.0,1.0,1,85.0,50.0,0.00046047659327403865,0.012658227848101266,0.0,0.0,2.4000006857144817e-05,4.1880377675536474e-05,rumah siap huni rumah timbulharjo won bantul,won bantul,rumah minimal siap huni rumah timbulharjo won bantul spesifikasi luas tanah 85 m,rumah siap huni dekat akses transportasi dekat sekolah
Rumah Mewah Tropical Modern Dalam Cluster di Maguwoharjo Depok Sleman,"Maguwoharjo, Yogyakarta",149000000000.0,3.0,3.0,1,112.0,124.0,0.1491193385153634,0.025316455696202535,0.010638297872340424,0.0,3.171429477551279e-05,0.0001051282949814487,rumah mewah tropical modern cluster maguwoharjo depok sleman,maguwoharjo yogyakarta,cluster baru tema tropical modern bring nature to your home the lavish maguwoharjo cluster,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat
Rumah Cluster Dekat Wirobrajan Malioboro Jogja Kasihan Yogyakarta,"Kasihan, Bantul",847000000.0,3.0,2.0,2,115.0,70.0,0.0008128412907359117,0.025316455696202535,0.005319148936170213,0.05263157894736842,3.257143787755368e-05,5.897440937983708e-05,rumah cluster dekat wirobrajan malioboro jogja kasihan yogyakarta,kasihan bantul,rumah cluster dekat wirobrajan malioboro jogja sanggrah kasihan yogyakarta rumah cluster jogja,rumah dekat pusat belanja dekat sekolah
"Kos Jual Baru Proses Bangun, Di Jakal Km5 Dekat Ugm","Mlati, Sleman",22000000000.0,8.0,9.0,2,96.0,120.0,0.021987757328835345,0.08860759493670886,0.0425531914893617,0.05263157894736842,2.71428648979614e-05,0.00010170948864058859,kos jual baru proses bangun jakal km5 dekat ugm,mlati sleman,jual kos eksklusive proses bangun kentung jakal km 5 dekat kampus ugm lihat,rumah dekat sekolah
Rumah Mewah Hook Tanah Luas Dekat Jogja Bay Maguwoharjo Sleman,"Depok, Sleman",21000000000.0,4.0,3.0,2,223.0,200.0,0.020986721256500477,0.0379746835443038,0.010638297872340424,0.05263157894736842,6.342858955102558e-05,0.00017008561545779098,rumah mewah hook tanah luas dekat jogja bay maguwoharjo sleman,depok sleman,rumah mewah hook tanah luas rumah elite wedomartani ngemplak sleman dekat jogjabay,rumah dekat sekolah dekat tempat wisata
Rumah Mewah 2 Lantai Dekat Ambarukmo Plaza Di Maguwoharjo,"Depok, Sleman",145000000000.0,4.0,4.0,2,116.0,170.0,0.14511519422602395,0.0379746835443038,0.015957446808510637,0.05263157894736842,3.285715224490064e-05,0.00014444456790134008,rumah mewah 2 lantai dekat ambarukmo plaza maguwoharjo,depok sleman,rumah mewah modern 2 lantai kontemporer istimewa harga murah dekat jogjabay maguwoharjo,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat
Rumah Estetik Industrial Dekat Jalan Tajem Maguwoharjo,"Sleman, Sleman",550000000.0,2.0,1.0,1,90.0,52.0,0.0005155335772524563,0.012658227848101266,0.0,0.0,2.5428578693879628e-05,4.358978084596653e-05,rumah estetik industrial dekat jalan tajem maguwoharjo,sleman sleman,rumah baru cantik limas harga murah sambiroto purwomartani dekat kampus budi mulia tajem,rumah dekat sekolah
Kost Eklusif Mewah 10 Kamar Fully Furnished Jalan Kaliurang,"Ngaglik, Sleman",275000000000.0,10.0,10.0,4,148.0,250.0,0.2752498836295566,0.1139240506329114,0.047872340425531915,0.15789473684210525,4.200001200000343e-05,0.0002128206947185425,kost eklusif mewah 10 kamar fully furnished jalan kaliurang,ngaglik sleman,400 meter jalan kaliurang harga 2 75 milyar nego,rumah full furnished dekat pusat belanja dekat sekolah
Rumah Mewah Dalam Perumahan Greenhill Jalan Kaliurang Sleman,"Ngaglik, Sleman",35000000000.0,4.0,3.0,3,190.0,190.0,0.03500122626918861,0.0379746835443038,0.010638297872340424,0.10526315789473684,5.400001542857584e-05,0.0001615385996056407,rumah mewah rumah greenhill jalan kaliurang sleman,ngaglik sleman,rumah mewah 2 lantai lux fully furnished rumah greenhill jalan kaliurang km 9 ngaglik,rumah full furnished dekat pusat belanja dekat sekolah
Rumah Mewah 2 Lantai Scandinavian 10 Menit Ke Ambarukmo Plaza,"Depok, Sleman",985000000.0,4.0,4.0,1,103.0,100.0,0.0009509842687181233,0.0379746835443038,0.015957446808510637,0.0,2.9142865469390134e-05,8.461545693628798e-05,rumah mewah 2 lantai scandinavian 10 menit ambarukmo plaza,depok sleman,rumah baru 2 lantai modern scandinavian dekat budi mulia wedomartani ngemplak sleman harga 985,rumah dekat pusat belanja dekat sekolah dekat tempat wisata
Rumah Cantik Mezanin Modern Siap Huni Dekat Budi Mulia Tajem,"Depok, Sleman",875000000.0,3.0,2.0,1,94.0,90.0,0.0008408703007612879,0.025316455696202535,0.005319148936170213,0.0,2.6571436163267477e-05,7.606844108413768e-05,rumah cantik mezanin modern siap huni dekat budi mulia tajem,depok sleman,rumah cantik modern kini eksotik mezanin wedomartani ngemplak sleman dekat budi mulia,rumah full furnished siap huni dekat sekolah
Rumah Kost Full Furnished Cocok Untuk Investasi Dekat Kampus Uii,"Ngaglik, Sleman",79000000000.0,32.0,32.0,1,484.0,800.0,0.07904681345192274,0.3924050632911392,0.16489361702127658,0.0,0.0001380000394285827,0.000682906566586809,rumah kost full furnished cocok investasi dekat kampus uii,ngaglik sleman,kost eklusif potensial 32 kamar fully furnished jalan kaliurang km 14 dekat kampus uii harga,rumah full furnished dekat sekolah dekat landmark
Rumah Cantik Minimalis Dekat Giwangan Dalam Perum,"Banguntapan, Bantul",420000000.0,2.0,1.0,1,60.0,45.0,0.0003853988878489236,0.012658227848101266,0.0,0.0,1.6857147673470764e-05,3.760686974946133e-05,rumah cantik minimal dekat giwang perum,banguntapan bantul,murah banget murah banget murah banget rumah cantik minimal imut harga super ekonomis rumah,rumah
Rumah Cantik Siap Huni Shm Di Jalan Kaliurang Km 13 Ngaglik,"Ngaglik, Sleman",825000000.0,3.0,2.0,2,107.0,70.0,0.0007908184971445446,0.025316455696202535,0.005319148936170213,0.05263157894736842,3.028572293877798e-05,5.897440937983708e-05,rumah cantik siap huni shm jalan kaliurang km 13 ngaglik,ngaglik sleman,rumah baru cantik mewah lingkung rumah jalan kaliurang km 13 sukoharjo ngaglik sleman,rumah siap huni dekat sekolah dekat landmark
Rumah Cantik Shm Dekat Kampus Unriyo Budi Mulia Tajem Sleman,"Ngaglik, Sleman",770000000.0,3.0,2.0,1,106.0,80.0,0.0007357615131661269,0.025316455696202535,0.005319148936170213,0.0,3.000000857143102e-05,6.752142523198738e-05,rumah cantik shm dekat kampus unriyo budi mulia tajem sleman,ngaglik sleman,rumah cantik kadisoka shm dekat budi mulia tajem lt 106 m lb 80 3 kamar tidur 2 kamar mandi carport,rumah dekat sekolah
Rumah Minimalis Murah Banget Dekat Pamela Purwomartani,"Purwomartani   , Sleman",650000000.0,3.0,2.0,1,121.0,80.0,0.000615637184485943,0.025316455696202535,0.005319148936170213,0.0,3.428572408163545e-05,6.752142523198738e-05,rumah minimal murah banget dekat pamela purwomartani,purwomartani sleman,rumah baru fresh minimal asri selomartani kalas sleman dekat pasar sidorejo harga 650 juta,rumah
Rumah Cantik Tanah Luas Jalan Damai Full Furnished,"Sleman, Yogyakarta",12000000000.0,3.0,2.0,2,180.0,100.0,0.011977396605486678,0.025316455696202535,0.005319148936170213,0.05263157894736842,5.114287175510622e-05,8.461545693628798e-05,rumah cantik tanah luas jalan damai full furnished,sleman yogyakarta,jual rumah nyaman bonus furnished area jl kaliurang kilometer 8 utara jl damai lokasi ujung nyaman,rumah full furnished dekat sekolah dekat landmark
Rumah Cantik Baru Shm Limasan Jalan Kaliurang Km 9 Sleman,"Sleman, Sleman",749000000.0,3.0,2.0,1,706.0,75.0,0.0007147397556470947,0.025316455696202535,0.005319148936170213,0.0,0.0002014286289796083,6.324791730591223e-05,rumah cantik baru shm limas jalan kaliurang km 9 sleman,sleman sleman,rumah baru cantik limas krapyak jalan kaliurang km 9 wedomartani ngemplak sleman timur tengkleng,rumah dekat tempat wisata dekat landmark
Rumah Minimalis Dekat Jl Besi Jangkang 12 Menit Ke Ringrod Utara,"Depok, Sleman",625000000.0,2.0,2.0,1,95.0,70.0,0.0005906112826775712,0.012658227848101266,0.005319148936170213,0.0,2.685715053061444e-05,5.897440937983708e-05,rumah minimal dekat jl besi jangkang 12 menit ringrod utara,depok sleman,rumah cantik minimal cluster 6 unit dekat pasar jangkang ngemplak sleman harga 625 juta,rumah dekat fasilitas sehat
Rumah Mewah Dekat Tengkleng Gajah 15 Menit Ke Pusat Jogja,"Depok, Sleman",865000000.0,3.0,2.0,1,75.0,120.0,0.0008308599400379393,0.025316455696202535,0.005319148936170213,0.0,2.1142863183675194e-05,0.00010170948864058859,rumah mewah dekat tengkleng gajah 15 menit pusat jogja,depok sleman,rumah baru mewah modern terung wedomartani dekat tengkleng gajah sisa 2 unit kembar harga 865,rumah dekat pusat belanja dekat sekolah dekat tempat wisata
Rumah Mewah Legaa 15 Menit Ke Ugm Dekat Jakal Km 13,"Ngaglik, Sleman",925000000.0,3.0,2.0,1,137.0,100.0,0.0008909221043780312,0.025316455696202535,0.005319148936170213,0.0,3.885715395918685e-05,8.461545693628798e-05,rumah mewah legaa 15 menit ugm dekat jakal km 13,ngaglik sleman,rumah mewah modern limas mini cluster klidon residence jalan kaliurang km 13 sukoharjo,rumah dekat sekolah dekat landmark
Rumah Murah Dekat Tol Kalasan Jogja Solo,"Kalasan, Sleman",540000000.0,2.0,1.0,1,146.0,42.0,0.0005055232165291076,0.012658227848101266,0.0,0.0,4.142858326530951e-05,3.504276499381623e-05,rumah murah dekat tol kalas jogja solo,kalas sleman,rumah cantik minimal tanah luas lingkung asri dekat banyak fasum tirtomartani kalas,rumah dekat akses transportasi dekat fasilitas sehat
Rumah Super Legaa Dekat Uii Pusat 15 Menit Ke Kota Jogja,"Depok, Sleman",115000000000.0,3.0,2.0,1,240.0,90.0,0.11508411205597793,0.025316455696202535,0.005319148936170213,0.0,6.828573379592394e-05,7.606844108413768e-05,rumah super legaa dekat uii pusat 15 menit kota jogja,depok sleman,rumah baru fresh estetik 2 unit lokasi strategis tanah luas dekat pasar jangkang ngemplak,rumah dekat sekolah dekat fasilitas sehat
Kost Exclusive Dekat Kampus Uii Jalan Kaliurang,"Ngaglik, Sleman",325000000000.0,12.0,12.0,2,223.0,260.0,0.32530168724629993,0.13924050632911392,0.058510638297872335,0.05263157894736842,6.342858955102558e-05,0.0002213677105706928,kost exclusive dekat kampus uii jalan kaliurang,ngaglik sleman,jual kost exclusive dekat kampus uii lokasi 200m jalan raya kaliurang km 12 5 belakang,rumah full furnished dekat sekolah dekat landmark
Rumah Modern Desain Mewah 15 Menit Ke Ugm Di Jl Besi Jangkang,"Ngaglik, Sleman",128000000000.0,3.0,2.0,1,147.0,100.0,0.12809758099633123,0.025316455696202535,0.005319148936170213,0.0,4.171429763265647e-05,8.461545693628798e-05,rumah modern desain mewah 15 menit ugm jl besi jangkang,ngaglik sleman,rumah mewah klasik modern kualitas premium jalan kaliurang km 13 sukoharjo ngaglik sleman,rumah dekat sekolah dekat landmark
Rumah Baru Mewah Dalam Perumahan 15 Menit Ke Ugm,"Depok, Sleman",685000000.0,2.0,1.0,1,122.0,51.0,0.0006506734470176633,0.012658227848101266,0.0,0.0,3.4571438448982414e-05,4.27350792607515e-05,rumah baru mewah rumah 15 menit ugm,depok sleman,rumah baru mewah manis banget harga murah sisa tanah luas jalan kaliurang km 13 dekat,rumah dekat sekolah dekat landmark
Rumah Murah Dalam Cluster Dekat Pasar Cebongan,"Sleman, Sleman",520000000.0,3.0,1.0,1,113.0,60.0,0.00048550249508241025,0.025316455696202535,0.0,0.0,3.2000009142859753e-05,5.042739352768678e-05,rumah murah cluster dekat pasar cebong,sleman sleman,rumah baru cantik minimal harga super ekonomis cluster 8 unit sayegan dekat exit tol,rumah siap huni dekat akses transportasi dekat pusat belanja
Rumah 2 Lantai Full Furnished Scandinavian 12 Menit Ke Ugm,"Depok, Sleman",139000000000.0,3.0,3.0,1,110.0,141.0,0.13910897779201475,0.025316455696202535,0.010638297872340424,0.0,3.114286604081887e-05,0.00011965822193010422,rumah 2 lantai full furnished scandinavian 12 menit ugm,depok sleman,rumah mewah 2 lantai scandinavian kini harga murah timur pasar gentan jalan kaliurang,rumah full furnished dekat pusat belanja dekat sekolah
